Date,Shopping Event?,Ad Spend,Page Views,Unit Price,Sold Units,Revenue,Operational Cost,Profit
2021-02-14,False,1495.932028118398,11847,1000.0,2261,2261000.0,1631997.974345485,629002.025654515
2021-02-15,False,1107.9481357045609,11679,1000.0,2339,2339000.0,1670635.778202575,668364.2217974251
2021-02-16,False,1285.7325972481178,11626,981.7540120617182,3017,2961951.854390204,2009787.797570548,952164.0568196559
2021-02-17,False,1305.8969767597023,11577,1000.0,2293,2293000.0,1647822.830391197,645177.169608803
2021-02-18,False,1105.82257899763,11674,1000.0,2278,2278000.0,1640107.176347256,637892.8236527441
2021-02-19,False,1166.0529587750052,11613,1000.0,2358,2358000.0,1680190.3520577524,677809.6479422476
2021-02-20,False,1242.9544671900796,11676,1000.0,2326,2326000.0,1664252.1154161901,661747.8845838099
2021-02-21,False,1497.617525053091,11883,1000.0,2398,2398000.0,1700514.915612922,697485.084387078
2021-02-22,False,1189.8132651660858,11509,1000.0,2278,2278000.0,1640199.5246240655,637800.4753759345
2021-02-23,True,2679.2346998964053,18497,918.6204515394462,5511,5062517.3084338885,3258186.416451872,1804330.8919820166
2021-02-24,False,1313.010368762725,11845,1000.0,2359,2359000.0,1680820.6880361866,678179.3119638134
2021-02-25,False,1242.0912102424395,11517,1000.0,2334,2334000.0,1668264.049715705,665735.950284295
2021-02-26,False,1364.3021785482408,11638,1000.0,2265,2265000.0,1633867.6176865152,631132.3823134848
2021-02-27,False,1112.595941252133,11687,1000.0,2395,2395000.0,1698620.2538179331,696379.7461820669
2021-02-28,False,1472.8142371236759,11758,1000.0,2325,2325000.0,1663989.4664997489,661010.5335002511
2021-03-01,False,1371.7896255072894,11911,1000.0,2410,2410000.0,1706383.3530765318,703616.6469234682
2021-03-02,False,1114.7027972542492,11563,1000.0,2321,2321000.0,1661615.3112749592,659384.6887250408
2021-03-03,False,1316.4482753351872,12088,1000.0,2456,2456000.0,1729326.3480663141,726673.6519336859
2021-03-04,False,1282.5314198882866,11670,1000.0,2348,2348000.0,1675288.5897573023,672711.4102426977
2021-03-05,False,1439.3283047173818,11837,1000.0,2343,2343000.0,1672944.486872323,670055.5131276769
2021-03-06,False,1140.7888824446188,11759,1000.0,2293,2293000.0,1647650.0679741078,645349.9320258922
2021-03-07,False,1253.5189993723138,11676,1000.0,2330,2330000.0,1666270.3571684784,663729.6428315216
2021-03-08,False,1249.8270311941944,11881,1000.0,2340,2340000.0,1671259.7354088295,668740.2645911705
2021-03-09,False,1323.1501529478219,11638,1000.0,2326,2326000.0,1664326.656758413,661673.343241587
2021-03-10,False,1236.892670829729,11834,1000.0,2448,2448000.0,1725246.791215108,722753.208784892
2021-03-11,False,1277.1492298719836,11742,1000.0,2345,2345000.0,1673778.9792082212,671221.0207917788
2021-03-12,False,1209.238165407482,11688,1000.0,2390,2390000.0,1696210.5345397233,693789.4654602767
2021-03-13,False,1343.6299180941078,12062,1000.0,2397,2397000.0,1699844.020833723,697155.979166277
2021-03-14,False,1266.8024790194754,11501,1000.0,2320,2320000.0,1661281.2046508854,658718.7953491146
2021-03-15,False,1360.6796732166795,11829,1000.0,2326,2326000.0,1664367.274706257,661632.725293743
2021-03-16,False,1311.6883926057171,11732,1000.0,2320,2320000.0,1661324.1734299827,658675.8265700173
2021-03-17,False,1179.045839843593,11474,1000.0,2280,2280000.0,1641181.421687006,638818.578312994
2021-03-18,False,1375.6130702823118,11737,1000.0,2238,2238000.0,1620394.6073649446,617605.3926350554
2021-03-19,False,1305.422073388945,11767,1000.0,2369,2369000.0,1685816.9062606127,683183.0937393873
2021-03-20,False,1427.5436115181376,11593,1000.0,2361,2361000.0,1681934.7713216706,679065.2286783294
2021-03-21,False,1437.5410464329639,11889,1000.0,2359,2359000.0,1680947.6696601335,678052.3303398665
2021-03-22,False,1177.2705479330355,11759,1000.0,2384,2384000.0,1693189.9607828245,690810.0392171755
2021-03-23,False,1150.7765414121177,11762,1000.0,2312,2312000.0,1657161.0325457007,654838.9674542993
2021-03-24,False,1348.2200021321123,11878,1000.0,2358,2358000.0,1680352.9947684167,677647.0052315833
2021-03-25,False,1287.9283456111348,11644,1000.0,2352,2352000.0,1677294.9213919542,674705.0786080458
2021-03-26,False,1201.3935167562065,11785,1000.0,2287,2287000.0,1644708.8616002603,642291.1383997397
2021-03-27,False,1188.963784576837,12014,1000.0,2325,2325000.0,1663696.6031904942,661303.3968095058
2021-03-28,False,1332.4675500384014,11816,1000.0,2375,2375000.0,1688844.4362321945,686155.5637678055
2021-03-29,True,2747.738688760981,22202,930.654820048929,6226,5794256.9096246315,3615750.7830052464,2178506.126619385
2021-03-30,False,1189.7072463537204,11537,1000.0,2270,2270000.0,1636191.6906803146,633808.3093196854
2021-03-31,False,1158.376227775703,11668,1000.0,2266,2266000.0,1634158.6598310454,631841.3401689546
2021-04-01,False,1177.6276424181265,11859,1000.0,2329,2329000.0,1665680.6782882854,663319.3217117146
2021-04-02,False,1134.956745187648,11640,1000.0,2201,2201000.0,1601637.729751277,599362.270248723
2021-04-03,False,1467.0170618138714,11861,1000.0,2331,2331000.0,1666978.0722441617,664021.9277558383
2021-04-04,False,1345.520812555272,11896,1000.0,2419,2419000.0,1710852.394535476,708147.6054645239
2021-04-05,False,1184.5734250416208,11834,1000.0,2335,2335000.0,1668708.729528666,666291.270471334
2021-04-06,False,1357.7242669786344,11685,1000.0,2240,2240000.0,1621362.148779478,618637.8512205221
2021-04-07,False,1167.3098550853229,11607,1000.0,2325,2325000.0,1663668.9558243684,661331.0441756316
2021-04-08,False,1382.3905171411716,11766,1000.0,2388,2388000.0,1695394.9857909542,692605.0142090458
2021-04-09,False,1168.041245561358,11516,1000.0,2243,2243000.0,1622669.9283299982,620330.0716700018
2021-04-10,False,1430.4581533518558,11717,1000.0,2249,2249000.0,1625932.0364066116,623067.9635933884
2021-04-11,False,1111.642135779763,11450,1000.0,2245,2245000.0,1623618.2019001306,621381.7980998694
2021-04-12,False,1420.2282583722872,11953,1000.0,2387,2387000.0,1694933.4699946162,692066.5300053838
2021-04-13,False,1140.5061547632376,11729,1000.0,2314,2314000.0,1658162.3049956872,655837.6950043128
2021-04-14,False,1398.955391108473,11729,1000.0,2332,2332000.0,1667404.9990694537,664595.0009305463
2021-04-15,False,1494.8722487990863,11907,1000.0,2426,2426000.0,1714510.775357305,711489.2246426949
2021-04-16,False,1261.0636455649185,11768,1000.0,2364,2364000.0,1683278.426792199,680721.573207801
2021-04-17,False,1198.0823749623864,11622,1000.0,2322,2322000.0,1662201.4653763613,659798.5346236387
2021-04-18,False,1129.3116500803428,11736,1000.0,2347,2347000.0,1674641.1616645264,672358.8383354736
2021-04-19,False,1391.8154043316688,11705,1000.0,2327,2327000.0,1664903.2200070561,662096.7799929439
2021-04-20,False,1109.1927193209624,11691,1000.0,2363,2363000.0,1682627.6480978562,680372.3519021438
2021-04-21,False,1327.962751397075,11724,1000.0,2323,2323000.0,1662828.9024595888,660171.0975404112
2021-04-22,False,1187.3311022303055,11691,1000.0,2392,2392000.0,1697194.6976017845,694805.3023982155
2021-04-23,False,1136.5090785480306,11825,1000.0,2371,2371000.0,1686647.2638220738,684352.7361779262
2021-04-24,False,1147.1745573874412,11632,1000.0,2402,2402000.0,1702161.5978971415,699838.4021028585
2021-04-25,False,1331.7067541904999,11699,1000.0,2366,2366000.0,1684342.8550832134,681657.1449167866
2021-04-26,False,1339.5622078325619,11695,1000.0,2331,2331000.0,1666849.8938472285,664150.1061527715
2021-04-27,False,1475.3021302464217,11806,1000.0,2392,2392000.0,1697481.6532849781,694518.3467150219
2021-04-28,False,1217.986526813685,11637,1000.0,2374,2374000.0,1688232.797690107,685767.202309893
2021-04-29,False,1139.216034309852,11717,1000.0,2358,2358000.0,1680144.7632128154,677855.2367871846
2021-04-30,False,1183.8304724653408,11704,1000.0,2370,2370000.0,1686184.0423936853,683815.9576063147
2021-05-01,False,1146.172827915865,11742,1000.0,2395,2395000.0,1698650.7691570788,696349.2308429212
2021-05-02,False,1285.7510176816124,11773,1000.0,2302,2302000.0,1652287.1464719437,649712.8535280563
2021-05-03,False,1442.8480916484853,11783,1000.0,2375,2375000.0,1688943.1482291217,686056.8517708783
2021-05-04,False,1329.285329307892,11667,1000.0,2409,2409000.0,1705838.5941453592,703161.4058546408
2021-05-05,False,1370.7543229855503,11748,1000.0,2402,2402000.0,1702376.4392064253,699623.5607935747
2021-05-06,False,1425.9178064442024,11687,1000.0,2273,2273000.0,1637929.1268345632,635070.8731654368
2021-05-07,False,1109.6023985464801,11581,1000.0,2261,2261000.0,1631620.0459103307,629379.9540896693
2021-05-08,False,1313.8838405865858,11793,1000.0,2390,2390000.0,1696323.7807599406,693676.2192400594
2021-05-09,False,1161.9700713100474,11599,1000.0,2351,2351000.0,1676673.1417515846,674326.8582484154
2021-05-10,False,1332.9677924961743,11799,1000.0,2308,2308000.0,1655336.4104682724,652663.5895317276
2021-05-11,False,1478.4874399699952,11855,1000.0,2450,2450000.0,1726494.8770534098,723505.1229465902
2021-05-12,False,1104.9841051496292,11632,1000.0,2307,2307000.0,1654629.5532196811,652370.4467803189
2021-05-13,False,1272.4115386461967,11725,1000.0,2354,2354000.0,1678280.6995872012,675719.3004127988
2021-05-14,False,1237.3668729912472,11825,1000.0,2412,2412000.0,1707250.2373227817,704749.7626772183
2021-05-15,False,1205.3786111723691,11751,1000.0,2345,2345000.0,1673716.3441447981,671283.6558552019
2021-05-16,False,1419.7961087445983,11742,1000.0,2270,2270000.0,1636424.6626081616,633575.3373918384
2021-05-17,False,1406.962099178176,11619,1000.0,2337,2337000.0,1669908.211658917,667091.7883410831
2021-05-18,False,1108.772046660854,11619,1000.0,2386,2386000.0,1694122.2514038528,691877.7485961472
2021-05-19,False,1261.2075228818353,11519,1000.0,2226,2226000.0,1614263.5915820755,611736.4084179245
2021-05-20,False,1357.3330395040048,11859,1000.0,2372,2372000.0,1687357.7621690398,684642.2378309602
2021-05-21,False,1182.6480860505565,11865,1000.0,2371,2371000.0,1686704.1718815702,684295.8281184298
2021-05-22,False,1460.050937096907,12031,1000.0,2342,2342000.0,1672467.2961388233,669532.7038611767
2021-05-23,False,1119.7360861487498,11643,1000.0,2321,2321000.0,1661621.3856740573,659378.6143259427
2021-05-24,True,2755.0503872702884,19492,835.3253216069215,6158,5143933.330455422,3581756.9906255836,1562176.3398298388
2021-05-25,False,1176.926662400755,11669,1000.0,2359,2359000.0,1680681.9646517928,678318.0353482072
2021-05-26,False,1371.6287348515152,11747,1000.0,2376,2376000.0,1689376.0046552997,686623.9953447003
2021-05-27,False,1225.8915174164827,11652,1000.0,2335,2335000.0,1668730.5222754816,666269.4777245184
2021-05-28,False,1416.4761312137132,11724,1000.0,2336,2336000.0,1669422.1284741915,666577.8715258085
2021-05-29,False,1218.515110484023,11886,1000.0,2391,2391000.0,1696718.8645155332,694281.1354844668
2021-05-30,False,1476.3795191656118,11783,1000.0,2343,2343000.0,1672990.1934250914,670009.8065749086
2021-05-31,True,2133.081384775097,19913,842.535472342995,6776,5709020.360596134,3890141.294297667,1818879.066298467
2021-06-01,False,1354.0401900501397,11795,1000.0,2499,2499000.0,1750855.7491931496,748144.2508068504
2021-06-02,False,1414.615441891423,11704,1000.0,2401,2401000.0,1701927.7455413123,699072.2544586877
2021-06-03,False,1163.0428569359694,11672,1000.0,2270,2270000.0,1636164.4279841175,633835.5720158825
2021-06-04,False,1256.1089689834428,11749,1000.0,2398,2398000.0,1700256.7389396117,697743.2610603883
2021-06-05,False,1245.7591035492198,11959,1000.0,2394,2394000.0,1698246.2433046666,695753.7566953334
2021-06-06,False,1245.2480882606628,11574,1000.0,2315,2315000.0,1658747.8450817836,656252.1549182164
2021-06-07,False,1262.2929090909638,11730,1000.0,2387,2387000.0,1694769.8045574175,692230.1954425825
2021-06-08,False,1186.7607952086314,11649,1000.0,2372,2372000.0,1687191.2978531742,684808.7021468258
2021-06-09,False,1160.7744357406243,11631,1000.0,2467,2467000.0,1734667.5166481736,732332.4833518264
2021-06-10,False,1335.5378117456082,11765,1000.0,2392,2392000.0,1697352.8885816233,694647.1114183767
2021-06-11,False,1167.5750813852005,11625,1000.0,2241,2241000.0,1621672.8696921647,619327.1303078353
2021-06-12,False,1171.8366415865232,11672,999.3728600421915,2879,2877194.4640614693,1940681.3691791752,936513.0948822941
2021-06-13,False,1216.542973754776,11919,1000.0,2346,2346000.0,1674218.0411931514,671781.9588068486
2021-06-14,False,1193.0896605916073,11608,1000.0,2333,2333000.0,1667696.2194999636,665303.7805000364
2021-06-15,False,1453.0541260068583,12021,1000.0,2450,2450000.0,1726460.788724822,723539.211275178
2021-06-16,False,1498.5283371984124,11890,1000.0,2357,2357000.0,1680022.9971273858,676977.0028726142
2021-06-17,False,1364.4694037066915,11579,1000.0,2313,2313000.0,1657865.2851992538,655134.7148007462
2021-06-18,False,1110.9027581846176,11581,1000.0,2280,2280000.0,1641120.9067388435,638879.0932611565
2021-06-19,True,2931.3021020139076,21924,873.0456890721043,7076,6177671.29587421,4040941.198584706,2136730.097289504
2021-06-20,False,1196.8264441093402,11604,1000.0,2365,2365000.0,1683700.3572916188,681299.6427083812
2021-06-21,False,1244.687175244034,11657,1000.0,2320,2320000.0,1661256.0750828532,658743.9249171468
2021-06-22,True,2346.7678795212055,21769,801.2021861007211,6695,5364048.635944327,3849853.7707157154,1514194.865228612
2021-06-23,False,1476.365360832488,11831,1000.0,2388,2388000.0,1695477.4776238655,692522.5223761345
2021-06-24,False,1419.6043369626852,11729,1000.0,2346,2346000.0,1674443.338678362,671556.6613216379
2021-06-25,False,1494.8053013033273,11987,1000.0,2407,2407000.0,1705000.7636052798,701999.2363947202
2021-06-26,False,1394.0958586363836,11808,1000.0,2348,2348000.0,1675405.8463967901,672594.1536032099
2021-06-27,False,1356.8426994731362,11825,1000.0,2482,2482000.0,1742368.1184209408,739631.8815790592
2021-06-28,False,1357.6960540243829,11628,1000.0,2281,2281000.0,1641875.962588349,639124.0374116511
2021-06-29,False,1471.6361986745121,11795,1000.0,2412,2412000.0,1707473.8405591794,704526.1594408206
2021-06-30,False,1285.2494013220899,11756,1000.0,2350,2350000.0,1676290.0633096842,673709.9366903158
2021-07-01,False,1174.3470167505106,11659,1000.0,2364,2364000.0,1683181.187573071,680818.8124269289
2021-07-02,False,1350.6907771744397,11614,1000.0,2265,2265000.0,1633857.8778357457,631142.1221642543
2021-07-03,False,1105.8385354523691,11583,1000.0,2276,2276000.0,1639124.870084686,636875.129915314
2021-07-04,False,1399.5068598654582,11701,1000.0,2328,2328000.0,1665404.8642401374,662595.1357598626
2021-07-05,False,1245.5981613076333,11706,1000.0,2402,2402000.0,1702250.181336234,699749.8186637659
2021-07-06,False,1189.611698897055,11662,1000.0,2264,2264000.0,1633193.0387429544,630806.9612570456
2021-07-07,False,1352.9877751282916,11750,1000.0,2293,2293000.0,1647857.934872897,645142.0651271029
2021-07-08,False,1124.125936217155,11554,1000.0,2372,2372000.0,1687129.537740407,684870.462259593
2021-07-09,False,1312.190823039592,11996,1000.0,2397,2397000.0,1699818.881903226,697181.118096774
2021-07-10,False,1308.7023906153802,11841,1000.0,2368,2368000.0,1685324.9968885216,682675.0031114784
2021-07-11,False,1237.1910916024278,11715,1000.0,2325,2325000.0,1663738.1696350165,661261.8303649835
2021-07-12,False,1474.3244305479163,11722,1000.0,2322,2322000.0,1662479.6420537937,659520.3579462063
2021-07-13,False,1274.9888079665177,11742,1000.0,2379,2379000.0,1690781.737598685,688218.2624013149
2021-07-14,False,1203.4525723019237,11960,1000.0,2380,2380000.0,1691216.5250281533,688783.4749718467
2021-07-15,False,1386.3618753844362,11773,1000.0,2316,2316000.0,1659410.2300559925,656589.7699440075
2021-07-16,False,1234.7621128135736,11598,1000.0,2321,2321000.0,1661739.0520772112,659260.9479227888
2021-07-17,False,1158.3828220323967,11730,987.2530991684829,3001,2962746.550604617,2001676.8652260753,961069.6853785419
2021-07-18,False,1140.3447610063538,11562,1000.0,2323,2323000.0,1662654.52554867,660345.47445133
2021-07-19,False,1436.704472156486,11782,1000.0,2284,2284000.0,1643440.492068516,640559.5079314839
2021-07-20,False,1476.323272091473,11910,1000.0,2305,2305000.0,1653997.5106936593,651002.4893063407
2021-07-21,False,1129.9559406080505,11589,1000.0,2382,2382000.0,1692136.866256876,689863.1337431241
2021-07-22,False,1222.157815398056,11709,1000.0,2321,2321000.0,1661746.5582717962,659253.4417282038
2021-07-23,False,1472.6111776971084,11826,1000.0,2366,2366000.0,1684487.4659761544,681512.5340238456
2021-07-24,False,1477.255779263246,11841,1000.0,2319,2319000.0,1660988.3762312569,658011.6237687431
2021-07-25,False,1411.6311286777757,11842,1000.0,2295,2295000.0,1648913.394130657,646086.605869343
2021-07-26,False,1100.1729609446775,11586,1000.0,2315,2315000.0,1658610.3930941557,656389.6069058443
2021-07-27,False,1306.6235489779945,11722,1000.0,2371,2371000.0,1686814.6127059066,684185.3872940934
2021-07-28,False,1286.7858716689343,11732,1000.0,2379,2379000.0,1690796.4026414887,688203.5973585113
2021-07-29,True,2121.0338986536567,21118,881.4636254157344,6760,5958694.107810365,3882124.309779834,2076569.798030531
2021-07-30,False,1235.4063071335318,11720,1000.0,2310,2310000.0,1656241.8826125136,653758.1173874864
2021-07-31,False,1118.7059419409468,11607,1000.0,2306,2306000.0,1654120.777800906,651879.222199094
2021-08-01,False,1216.2040117073616,11436,1000.0,2293,2293000.0,1647718.080402973,645281.9195970269
2021-08-02,False,1433.5701897896965,11751,1000.0,2414,2414000.0,1708442.2605904778,705557.7394095222
2021-08-03,False,1493.9799133987365,11878,1000.0,2323,2323000.0,1663004.9815660042,659995.0184339958
2021-08-04,False,1208.0153340776333,11740,1000.0,2291,2291000.0,1646721.9874502588,644278.0125497412
2021-08-05,False,1176.1449728834602,11623,1000.0,2357,2357000.0,1679685.405838385,677314.594161615
2021-08-06,False,1269.1683902403656,11692,1000.0,2335,2335000.0,1668772.661285216,666227.338714784
2021-08-07,False,1463.0642574020542,11854,1000.0,2454,2454000.0,1728472.5178501378,725527.4821498622
2021-08-08,False,1381.9674064203814,12054,1000.0,2435,2435000.0,1718889.9274536227,716110.0725463773
2021-08-09,False,1484.1574682582468,11950,1000.0,2338,2338000.0,1670495.7105342774,667504.2894657226
2021-08-10,False,1218.7044106311137,11584,1000.0,2327,2327000.0,1664725.7399591452,662274.2600408548
2021-08-11,False,1194.4820138223597,11950,1000.0,2447,2447000.0,1724704.7169565798,722295.2830434202
2021-08-12,False,1454.8092648293846,12002,1000.0,2482,2482000.0,1742462.536532615,739537.4634673849
2021-08-13,False,1336.629706773988,11697,1000.0,2368,2368000.0,1685341.5562110012,682658.4437889988
2021-08-14,False,1413.7147658079548,11861,1000.0,2318,2318000.0,1660420.6223999667,657579.3776000333
2021-08-15,False,1191.2398727360303,11670,1000.0,2299,2299000.0,1650701.2073992789,648298.7926007211
2021-08-16,False,1275.532665214172,11577,1000.0,2453,2453000.0,1727791.5957012312,725208.4042987688
2021-08-17,False,1413.1615275110428,11668,1000.0,2342,2342000.0,1672419.15753833,669580.84246167
2021-08-18,False,1378.7917700666662,11848,1000.0,2336,2336000.0,1669379.2862568642,666620.7137431358
2021-08-19,False,1263.6650334103538,11733,1000.0,2256,2256000.0,1629271.6178540855,626728.3821459145
2021-08-20,False,1137.1976020150582,11513,1000.0,2330,2330000.0,1666165.3195689567,663834.6804310433
2021-08-21,False,1479.28080200074,11856,1000.0,2385,2385000.0,1693992.2104607578,691007.7895392422
2021-08-22,False,1343.9979050204604,11698,1000.0,2380,2380000.0,1691344.8915899436,688655.1084100564
2021-08-23,False,1160.9788242374927,11564,1000.0,2291,2291000.0,1646666.3224989153,644333.6775010847
2021-08-24,False,1114.535780331647,11583,1000.0,2316,2316000.0,1659114.8807434952,656885.1192565048
2021-08-25,False,1251.7580407262049,11717,1000.0,2407,2407000.0,1704754.3843208528,702245.6156791472
2021-08-26,False,1390.5198847679133,11733,1000.0,2321,2321000.0,1661902.0796128483,659097.9203871517
2021-08-27,False,1276.9601336496623,11850,1000.0,2360,2360000.0,1681287.096428128,678712.903571872
2021-08-28,False,1360.0707566973101,11801,1000.0,2332,2332000.0,1667372.5214695202,664627.4785304798
2021-08-29,False,1145.250990689419,11585,1000.0,2297,2297000.0,1649650.9928402035,647349.0071597965
2021-08-30,True,2848.3950912478344,18669,963.8976746350803,5420,5224325.3965221355,3212856.705742482,2011468.6907796534
2021-08-31,False,1421.0109293698179,11890,1000.0,2351,2351000.0,1676922.9230695264,674077.0769304736
2021-09-01,False,1294.511560687191,11669,1000.0,2348,2348000.0,1675297.3717761212,672702.6282238788
2021-09-02,False,1489.7671094298453,11779,1000.0,2343,2343000.0,1672994.9960282994,670005.0039717006
2021-09-03,False,1427.9334586568543,11873,1000.0,2497,2497000.0,1749929.8424605704,747070.1575394296
2021-09-04,False,1449.6996543061027,11764,1000.0,2337,2337000.0,1669958.3314337828,667041.6685662172
2021-09-05,False,1407.9263105548873,11869,1000.0,2314,2314000.0,1658410.9735059703,655589.0264940297
2021-09-06,False,1160.855061744494,11772,995.0844740251961,3032,3017096.1252443944,2017173.399863703,999922.7253806915
2021-09-07,False,1136.6908451901525,11747,1000.0,2336,2336000.0,1669167.4947624307,666832.5052375693
2021-09-08,False,1471.4823332014926,11726,1000.0,2321,2321000.0,1661973.9035627996,659026.0964372004
2021-09-09,False,1217.1324601418999,11628,1000.0,2281,2281000.0,1641721.6203903293,639278.3796096707
2021-09-10,False,1439.5573802875795,11763,1000.0,2395,2395000.0,1698947.6883713775,696052.3116286225
2021-09-11,False,1445.3644896045193,11989,1000.0,2371,2371000.0,1686965.4828010309,684034.5171989691
2021-09-12,False,1391.1313019327497,11644,1000.0,2353,2353000.0,1677895.2172324534,675104.7827675466
2021-09-13,False,1398.5123604874323,11856,1000.0,2273,2273000.0,1637903.095157538,635096.9048424619
2021-09-14,False,1152.8354844128326,11669,1000.0,2342,2342000.0,1672176.0401636532,669823.9598363468
2021-09-15,False,1489.9213845715985,11786,1000.0,2329,2329000.0,1665993.619810344,663006.380189656
2021-09-16,False,1429.0125903533435,11703,1000.0,2363,2363000.0,1682933.0358715076,680066.9641284924
2021-09-17,False,1277.431626490221,11645,1000.0,2380,2380000.0,1691280.041856462,688719.9581435381
2021-09-18,True,2670.8817849337106,18008,878.6424304873477,5622,4939727.744199869,3313672.836965098,1626054.9072347712
2021-09-19,False,1148.6911965911306,11560,1000.0,2240,2240000.0,1621148.7349457918,618851.2650542082
2021-09-20,False,1499.3428252140768,11866,1000.0,2442,2442000.0,1722506.009844902,719493.990155098
2021-09-21,False,1226.2196365462023,11558,1000.0,2237,2237000.0,1619736.784024182,617263.215975818
2021-09-22,False,1297.5656527025317,11568,1000.0,2328,2328000.0,1665302.0853677643,662697.9146322357
2021-09-23,False,1243.697318824346,11857,1000.0,2422,2422000.0,1712244.8476609378,709755.1523390622
2021-09-24,False,1106.6293344890778,11709,1000.0,2355,2355000.0,1678622.7313369547,676377.2686630453
2021-09-25,False,1156.1935658020811,11654,1000.0,2336,2336000.0,1669163.23527327,666836.7647267301
